full_address,name,zip_code,borough,ave_rating,ave_review_count,num,NAME
"2156 Tilden Ave, Flatbush - Ditmas Park, NY 11226,",Dunkin Dounuts,11226,Brooklyn,3,1,1,DD
"219 Hempstead Tpke, Elmont, NY 11003,",Dunkin',11003,Brooklyn,2,14,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin Donuts,11435,Brooklyn,3.5,7,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',10306,Brooklyn,3,7,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',10308,Brooklyn,1.5,24,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',10451,Brooklyn,2.5,9,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',10454,Brooklyn,2.5,12,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',10457,Brooklyn,2.5,13,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',10467,Brooklyn,3,4,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',10801,Brooklyn,3,9,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',11210,Brooklyn,2,3,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',11354,Brooklyn,2,15,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',11356,Brooklyn,2,1,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',11413,Brooklyn,3,6,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',11417,Brooklyn,2.5,18,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',11419,Brooklyn,2,1,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',11510,Brooklyn,2,13,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',11530,Brooklyn,3,18,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',11554,Brooklyn,2.5,9,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin',11580,Brooklyn,1.5,38,1,DD
"21911 N Conduit Ave, Jamaica, NY 11413,",Dunkin' Donuts,10003,Brooklyn,1.5,25,1,DD
"221 E Hartsdale Ave, Hartsdale, NY 10530,",Dunkin',10530,Queens,3,5,1,DD
"222 Bergen Blvd, Ste 6, Fairview, NJ 07022,",Dunkin',10704,Bronx,1.5,7,1,DD
"222 Bergen Blvd, Ste 6, Fairview, NJ 07022,",Dunkin',10710,Bronx,3,14,1,DD
"2241 Southern Blvd, Bronx, NY 10458,",Dunkin',10458,Brooklyn,2.5,5,1,DD
"2295 Hempstead Tpke, East Meadow, NY 11554,",Dunkin',11554,Brooklyn,2,13,1,DD
"2302 Knapp St, Ste 2310, Brooklyn, NY 11229,",Dunkin',11229,Brooklyn,2.5,10,1,DD
"2317 Ralph Ave, Brooklyn, NY 11234,",Dunkin',11234,Brooklyn,5,2,1,DD
"234 Thompson St, New York, NY 10012,",Dunkin',10012,Brooklyn,2,26,1,DD
"2344 Flatbush Ave, Brooklyn, NY 11234,",Dunkin',11234,Brooklyn,2.5,27,1,DD
"2350 Jerome Ave, Bronx, NY 10458,",Dunkin',10458,Bronx,1,3,1,DD
"239 Beach 20th St, Far Rockaway, NY 11691,",Dunkin',11691,Brooklyn,1.5,9,1,DD
"24 Newbridge Rd, Hicksville, NY 11801,",Dunkin',11801,Queens,2,45,1,DD
"240 W 40th St, New York, NY 10018,",Dunkin',10018,Brooklyn,2.5,45,1,DD
"2400 Westchester Ave, Bronx, NY 10461,",Dunkin',10461,Brooklyn,4,1,1,DD
"2451 Eastchester Rd, Bronx, NY 10469,",Dunkin',10469,Bronx,3,6,1,DD
"2451 Eastchester Rd, Bronx, NY 10469,",Dunkin',11436,Queens,2,8,1,DD
"2451 Eastchester Rd, Bronx, NY 10469,",Dunkin',11710,Queens,2.5,16,1,DD
"2451 Eastchester Rd, Bronx, NY 10469,",Dunkin',11793,Queens,3,14,1,DD
"24809 Northern Blvd, Little Neck, NY 11362,",Dunkin',11362,Brooklyn,2,45,1,DD
"250 E Houston St, New York, NY 10002,",Dunkin',10002,Brooklyn,2,24,1,DD
"2501 Avenue U, Brooklyn, NY 11229,",Dunkin',11229,Brooklyn,2,13,1,DD
"2515 Boston Rd, Bronx, NY 10467,",Dunkin',10467,Brooklyn,2.5,2,1,DD
"2519 Queens Plz No, Long Island City, NY 11101,",Dunkin',10469,Bronx,3,6,1,DD
"2519 Queens Plz No, Long Island City, NY 11101,",Dunkin',11101,Brooklyn,2.5,30,1,DD
"25420 Hillside Ave, Floral Park, NY 11004,",Dunkin',11004,Brooklyn,2.5,43,1,DD
"25609 Union Turnpike, Glen Oaks, NY 11004,",Dunkin',11004,Brooklyn,2.5,18,1,DD
"26 Burnside Ave, Bronx, NY 10453,",Dunkin',11801,Queens,3,4,1,DD
"260 Halstead Ave, Harrison, NY 10528,",Dunkin',10528,Bronx,2,24,1,DD
"2605 Francis Lewis Blvd, Bayside, NY 11361,",Dunkin',11361,Bronx,2,20,1,DD
"265 W 37th St, New York, NY 10018,",Dunkin',10018,Brooklyn,2,23,1,DD
"269 S Central Ave, Hartsdale, NY 10530,",Dunkin',10530,Queens,2.5,11,1,DD
"27-04 Queens Plaza S, Long Island City, NY 11101,",Dunkin',11101,Brooklyn,3.5,8,1,DD
"2885 Long Beach Rd, Oceanside, NY 11572,",Dunkin',11572,Brooklyn,3,14,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',10014,Brooklyn,2.5,29,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',10017,Brooklyn,5,1,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',10024,Brooklyn,3,1,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',10025,Brooklyn,3,10,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',10451,Brooklyn,3,5,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11101,Brooklyn,2,33,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11204,Brooklyn,2,32,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11211,Brooklyn,1.5,14,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11214,Brooklyn,2.5,20,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11215,Brooklyn,2,26,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11218,Brooklyn,2,24,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11222,Brooklyn,3,11,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11231,Brooklyn,3,8,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11235,Brooklyn,2,28,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11237,Brooklyn,2,16,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11239,Brooklyn,2,12,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11354,Brooklyn,5,1,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin',11430,Brooklyn,2,40,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin' Donuts,11224,Brooklyn,3.5,5,1,DD
"289 Hamilton Ave, Brooklyn, NY 11231,",Dunkin' Donuts,11377,Brooklyn,2.5,15,1,DD
"289 Utica Ave, Brooklyn, NY 11213,",Dunkin',11213,Brooklyn,4,9,1,DD
"2926 Ave I, Brooklyn, NY 11210,",Dunkin',11210,Brooklyn,2.5,12,1,DD
"2944 Hempstead Tpke, Levittown, NY 11756,",Dunkin',11756,Queens,2.5,12,1,DD
"296 McLean Ave, Yonkers, NY 10705,",Dunkin',10705,Brooklyn,1,1,1,DD
"3033 3rd Ave, Bronx, NY 10455,",Dunkin',10455,Brooklyn,3,6,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin Donuts & Baskin Robbins,11553,Brooklyn,2.5,12,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',10004,Brooklyn,1.5,3,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',10016,Brooklyn,2,12,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',10018,Brooklyn,2.5,7,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',10033,Brooklyn,3,12,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',10035,Brooklyn,2.5,7,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',10040,Brooklyn,2,23,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',10121,Brooklyn,1.5,24,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',10460,Brooklyn,3.5,2,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',10803,Brooklyn,2.5,9,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',11101,Brooklyn,2,7,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',11204,Brooklyn,2.5,21,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',11354,Brooklyn,2,21,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',11372,Brooklyn,1.5,2,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',11374,Brooklyn,3,25,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',11435,Brooklyn,2.5,20,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',11557,Brooklyn,2.5,19,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin',11753,Brooklyn,2.5,17,1,DD
"31 Franklin Ave, Hewlett, NY 11557,",Dunkin' Donuts / Baskin Robbins,11102,Brooklyn,2.5,30,1,DD
"3102 36th Ave, Long Island City, NY 11106,",Dunkin',11106,Brooklyn,2,28,1,DD
"3114 Ditmars Blvd, Astoria, NY 11105,",Dunkin',11105,Brooklyn,2.5,41,1,DD
"316 W 34th St, New York, NY 10001,",Dunkin',10001,Brooklyn,2.5,3,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',10453,Brooklyn,2,16,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',10461,Brooklyn,2,5,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',10462,Brooklyn,4,14,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',10467,Brooklyn,1.5,14,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',10471,Brooklyn,3,10,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',10473,Brooklyn,3,7,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',10704,Brooklyn,2.5,15,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',10710,Brooklyn,2,13,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',11023,Brooklyn,2.5,11,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',11415,Brooklyn,2.5,35,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',11435,Brooklyn,2,5,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',11530,Brooklyn,2.5,10,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',11570,Brooklyn,2,7,1,DD
"320 Ave X, Brooklyn, NY 11223,",Dunkin',11572,Brooklyn,4,4,1,DD
"322 Livingston St, Brooklyn, NY 11217,",Dunkin',11217,Brooklyn,1,3,1,DD
"3276 Jerome Ave, Bronx, NY 10468,",Dunkin',10468,Brooklyn,2,5,1,DD
"33 E Lincoln Ave, Pelham, NY 10803,",Dunkin',10803,Brooklyn,3,7,1,DD
"3326 21st St, Long Island City, NY 11106,",Dunkin',11106,Brooklyn,1.5,11,1,DD
"3401 Broadway, Long Island City, NY 11106,",Dunkin',11106,Brooklyn,1.5,21,1,DD
"3402 Union St, Flushing, NY 11354,",Dunkin',11354,Brooklyn,3,19,1,DD
"3500 48th St, Long Island City, NY 11101,",Dunkin',11101,Brooklyn,2.5,8,1,DD
"3504 Bell Blvd, Bayside, NY 11361,",Dunkin',11361,Brooklyn,3,6,1,DD
"351 Amsterdam Ave, New York, NY 10024,",Dunkin Donuts,10119,Bronx,3,5,1,DD
"351 Amsterdam Ave, New York, NY 10024,",Dunkin',11378,Bronx,1.5,47,1,DD
"351 Amsterdam Ave, New York, NY 10024,",Dunkin',11423,Bronx,2,21,1,DD
"351 Grand St, New York, NY 10002,",Dunkin',10002,Brooklyn,2.5,11,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',10001,Brooklyn,1,3,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',10018,Brooklyn,2,17,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',10025,Brooklyn,3,5,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',10451,Brooklyn,1.5,4,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',10452,Brooklyn,2.5,3,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',10463,Brooklyn,2.5,21,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',10468,Brooklyn,4,11,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',10469,Brooklyn,2.5,5,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',10471,Brooklyn,3.5,13,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',10704,Brooklyn,4,11,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',11207,Brooklyn,1,1,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',11520,Brooklyn,1,1,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin',11801,Brooklyn,2.5,3,1,DD
"351 Rt 34, Ste D, Matawan, NJ 07747,",Dunkin' Donuts & Baskin Robbins,10001,Brooklyn,2,25,1,DD
"352 Graham Ave, Brooklyn, NY 11211,",Dunkin',11211,Brooklyn,3.5,36,1,DD
"3530 36th St, Long Island City, NY 11106,",Dunkin',10458,Bronx,2.5,5,1,DD
"3530 36th St, Long Island City, NY 11106,",Dunkin',10467,Bronx,2.5,7,1,DD
"3530 36th St, Long Island City, NY 11106,",Dunkin',11106,Brooklyn,4,6,1,DD
"3547 Francis Lewis Blvd, Flushing, NY 11358,",Dunkin',11358,Brooklyn,2,13,1,DD
"355 3rd Ave, New York, NY 10010,",Dunkin',10010,Brooklyn,2,20,1,DD
"355 Sunrise Hwy, Lynbrook, NY 11563,",Dunkin',11563,Brooklyn,3.5,22,1,DD
"360 W 31st St, New York, NY 10001,",Dunkin',10001,Brooklyn,3,30,1,DD
"3685 Bruckner Blvd, Bronx, NY 10461,",Dunkin',10461,Bronx,2,11,1,DD
"370 Plandome Rd, Manhasset, NY 11030,",Dunkin',11030,Brooklyn,2.5,17,1,DD
"3701 Nostrand Ave, Brooklyn, NY 11235,",Dunkin',11235,Brooklyn,2,17,1,DD
"3703 95th St, Jackson Heights, NY 11372,",Dunkin',10457,Bronx,1.5,9,1,DD
"3703 95th St, Jackson Heights, NY 11372,",Dunkin',10573,Bronx,2,5,1,DD
"3703 95th St, Jackson Heights, NY 11372,",Dunkin',10804,Bronx,1.5,7,1,DD
"3703 95th St, Jackson Heights, NY 11372,",Dunkin',11050,Bronx,2.5,6,1,DD
"3703 95th St, Jackson Heights, NY 11372,",Dunkin' Donuts,10583,Bronx,2.5,9,1,DD
"3732 E. Tremont Ave, Bronx, NY 10465,",Dunkin',10465,Bronx,1.5,6,1,DD
"3804 Boston Post Rd, Bronx, NY 10475,",Dunkin',10475,Bronx,1,1,1,DD
"381 Canal St, New York, NY 10013,",Dunkin',10013,Brooklyn,2,40,1,DD
"3833 Broadway, New York, NY 10032,",Dunkin',10032,Brooklyn,4,10,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin Donuts & Baskin Robbins,10029,Brooklyn,2.5,3,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',10007,Brooklyn,2.5,34,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',10027,Brooklyn,2.5,12,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',10029,Brooklyn,2.5,16,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',10035,Brooklyn,3,1,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',10038,Brooklyn,3,15,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',10710,Brooklyn,2,15,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11205,Brooklyn,2.5,12,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11212,Brooklyn,3,14,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11229,Brooklyn,3,12,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11232,Brooklyn,2,24,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11356,Brooklyn,3,27,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11361,Brooklyn,1,6,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11365,Brooklyn,1.5,46,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11420,Brooklyn,2,25,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11421,Brooklyn,1.5,16,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11429,Brooklyn,1.5,12,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11430,Brooklyn,2.5,24,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin',11542,Brooklyn,2.5,11,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkin' Donuts,11233,Brooklyn,1.5,8,1,DD
"3833 Route 516, Old Bridge, NJ 08857,",Dunkinâ€™ Donuts,10305,Brooklyn,3,8,1,DD
"387 Jay St, Brooklyn, NY 11201,",Dunkin',11201,Brooklyn,2,34,1,DD
"388 W. John St, Hicksville, NY 11801,",Dunkin',11801,Brooklyn,4,6,1,DD
"391 8th Ave, New York, NY 10001,",Dunkin',10001,Brooklyn,2,1,1,DD
"3921 5th Ave, Brooklyn, NY 11232,",Dunkin',11232,Brooklyn,2,5,1,DD
"4008 Bell Blvd, Bayside, NY 11361,",Dunkin',11361,Brooklyn,2,32,1,DD
"406 6th Ave, New York, NY 10011,",Dunkin',10011,Brooklyn,3,16,1,DD
"411 E 70th St, New York, NY 10021,",Dunkin',10021,Brooklyn,2,33,1,DD
"412 3rd Ave, New York, NY 10016,",Dunkin',10016,Brooklyn,3,12,1,DD
"4128 Queens Blvd, Sunnyside, NY 11104,",Dunkin',11104,Brooklyn,2.5,26,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',10001,Brooklyn,3.5,5,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',10010,Brooklyn,2,8,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',10011,Brooklyn,1.5,4,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',10017,Brooklyn,3,3,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',10029,Brooklyn,2,3,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',10306,Brooklyn,2,9,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',10454,Brooklyn,3.5,3,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',10461,Brooklyn,3.5,13,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',10465,Brooklyn,2.5,11,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',11003,Brooklyn,3,6,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',11208,Brooklyn,1,1,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',11223,Brooklyn,2,7,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',11354,Brooklyn,1.5,32,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',11385,Brooklyn,1.5,11,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',11417,Brooklyn,2,20,1,DD
"4147 Throggs Neck Expy, Bronx, NY 10465,",Dunkin',11553,Brooklyn,2.5,5,1,DD
"42 West 39th St, New York, NY 10018,",Dunkin',10018,Manhattan,2.5,19,1,DD
"4235 Main St, Flushing, NY 11355,",Dunkin',11355,Brooklyn,2,22,1,DD
"425 Central Park Ave, White Plains, NY 10606,",Dunkin',10606,Bronx,2.5,10,1,DD
"4261 Austin Blvd, Island Park, NY 11558,",Dunkin',11558,Brooklyn,3,10,1,DD
"427 E Boston Post Rd, Mamaroneck, NY 10543,",Dunkin',10543,Brooklyn,3.5,11,1,DD
"4307 Astoria Blvd, Astoria, NY 11105,",Dunkin',11105,Brooklyn,1.5,9,1,DD
"432 Jerusalem Ave, Hicksville, NY 11801,",Dunkin',11801,Queens,5,1,1,DD
"4322 Ditmars Blvd, Astoria, NY 11105,",Dunkin',10033,Bronx,1.5,6,1,DD
"4322 Ditmars Blvd, Astoria, NY 11105,",Dunkin',10583,Bronx,3,6,1,DD
"44-80 21st St, Long Island City, NY 11101,",Dunkin',11101,Brooklyn,3,14,1,DD
"448 Fifth Ave, Brooklyn, NY 11215,",Dunkin',11215,Brooklyn,3,29,1,DD
"450 Bay St, Staten Island, NY 10304,",Dunkin',10304,Brooklyn,2.5,5,1,DD
"4513 Queens Blvd, Sunnyside, NY 11104,",Dunkin',11104,Brooklyn,2.5,19,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin Donut,11214,Brooklyn,1.5,8,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin Donuts/Baskin Robbins,10001,Brooklyn,2,23,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',10016,Brooklyn,1.5,11,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',10017,Brooklyn,2.5,16,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',10026,Brooklyn,2.5,17,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',10031,Brooklyn,3,27,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',10034,Brooklyn,2.5,27,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',10038,Brooklyn,2,22,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',10451,Brooklyn,2.5,3,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',10454,Brooklyn,2,1,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',10461,Brooklyn,4.5,2,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',11003,Brooklyn,2.5,17,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',11040,Brooklyn,2.5,16,1,DD
"453 Mother Gaston Blvd, Brooklyn, NY 11212,",Dunkin',11105,Brooklyn,3,3,1,DD
