ZIPCODE,TotalPop,Men,Women,Hisp_tot,White_tot,Black_tot,Nat_tot,Asian_tot,Pov_tot,Unemployment_tot,Men_pct,Hispanic_pct,White_pct,Black_pct,Native_pct,Asian_pct,Poverty_pct,Unemployment_pct
10469,104995,48191,56804,29162,10880,58050,290,4373,19612,15904,45.898376113148245,27.77465593599695,10.362398209438545,55.28834706414592,0.2762036287442259,4.164960236201724,18.67898471355779,15.147387970855755
10470,23870,11444,12426,5312,6772,10478,15,805,4295,3108,47.943024717218265,22.253875157100964,28.370339338081273,43.896103896103895,0.06284038542103058,3.3724340175953076,17.99329702555509,13.020527859237538
10471,30665,14221,16444,6827,19364,1890,27,2050,3364,2465,46.37534648622208,22.263166476438936,63.14691015816077,6.163378444480679,0.08804826349258112,6.685145931844122,10.970161421816403,8.038480352193055
10472,79567,38563,41004,49437,1995,19860,239,5308,26947,10182,48.46607261804517,62.13254238566239,2.5073208742317794,24.960096522427637,0.30037578393052394,6.6711073686327245,33.86705543755577,12.796762476906254
10473,59659,26676,32983,35678,1456,20167,54,1267,17102,7535,44.7141252786671,59.80321493823229,2.440537052246937,33.803784843862616,0.0905144236410265,2.123736569503344,28.666253205719173,12.630114483983975
10474,18289,9198,9091,12819,152,5076,34,50,7562,2607,50.29252556181311,70.09131171742578,0.8311006615998687,27.754387883427196,0.1859040953578654,0.27338837552627265,41.34725791459347,14.254469899939853
10475,51217,22752,28465,15067,4246,29846,229,588,4860,5922,44.42275025870316,29.41796669074721,8.290216139172541,58.27362008708046,0.44711716812777,1.1480563094285101,9.489036843235645,11.562567116387138
10550,12060,5721,6339,2980,1339,7162,0,330,1924,1659,47.43781094527363,24.70978441127695,11.102819237147596,59.38640132669983,0,2.736318407960199,15.953565505804313,13.756218905472636
10704,1893,958,935,256,1526,70,0,40,87,89,50.60750132065505,13.523507659799261,80.61278394083466,3.6978341257263603,0,2.1130480718436346,4.595879556259905,4.701531959852087
10705,52,18,34,0,0,52,0,0,0,0,34.61538461538461,0,0,100,0,0,0,0
10803,3338,1512,1826,1061,599,1449,0,121,242,180,45.29658478130617,31.785500299580587,17.944877171959256,43.40922708208508,0,3.624925104853206,7.249850209706412,5.392450569203116
11001,16622,7912,8710,2515,6337,264,0,7299,1183,913,47.59956683912886,15.130549873661412,38.1241727830586,1.588256527493683,0,43.91168331127421,7.117073757670557,5.492720490915654
11004,29518,13910,15608,3057,11225,1633,30,12785,2689,1936,47.123788874584996,10.356392709533166,38.02764414933261,5.532217629920726,0.10163290195812724,43.31255505115523,9.109695778846804,6.5587099396978115
11005,1947,694,1253,56,1855,18,0,0,43,45,35.64458140729327,2.8762198253723676,95.27478171545968,0.9244992295839755,0,0,2.2085259373394965,2.311248073959938
11020,3156,1409,1747,429,1701,41,0,940,319,145,44.64512040557668,13.593155893536121,53.89733840304183,1.2991128010139417,0,29.784537389100123,10.107731305449937,4.594423320659062
11040,12635,5866,6769,1412,5643,993,0,4085,861,873,46.42659279778393,11.175306687772062,44.661654135338345,7.859121487930352,0,32.33082706766917,6.814404432132965,6.909378709932727
11101,61384,31004,30380,19680,21361,5856,96,12476,13124,5963,50.50827577218819,32.06047178417828,34.79897041574352,9.53994526260915,0.15639254528867458,20.324514531474,21.380164212172552,9.714257787045485
11102,49754,25010,24744,14146,23479,3849,80,6888,8827,4043,50.26731519073844,28.431884873578007,47.190175664268196,7.73606142219721,0.1607910921734936,13.844113036137799,17.741287132692847,8.125979820717932
11103,63569,31682,31887,16777,33842,2095,24,9545,10118,4835,49.83875788513269,26.39179474272051,53.236640500873065,3.2956315185074483,0.03775425128600418,15.01518035520458,15.91656310465793,7.6059085403262605
11104,47533,23067,24466,17367,15947,527,0,12788,7597,2897,48.52839080217954,36.53672185639451,33.549323627795424,1.1087034270927565,0,26.903414469947194,15.982580523005069,6.094713146656008
11105,44096,21838,22258,8906,28521,741,68,5020,5079,3171,49.52376632801161,20.196843251088534,64.67933599419449,1.6804245283018868,0.1542089985486212,11.384252539912918,11.51805152394775,7.191128447024673
11106,57409,28098,29311,18072,24002,2802,68,10732,11176,5280,48.94354543712659,31.479384765454892,41.80877562751485,4.880767823860371,0.11844832691738229,18.693933007019805,19.46733090630389,9.197164207702626
11109,6403,3322,3081,384,3938,352,0,1351,730,224,51.88193034515071,5.997188817741684,61.502420740278,5.497423082929877,0,21.099484616585976,11.400905825394346,3.498360143682649
11201,73590,35966,37624,9661,44324,8751,61,8187,10006,5019,48.87348824568555,13.12814241065362,60.231009648050005,11.89156135344476,0.08289169724147304,11.125152874031798,13.596956108166872,6.820220138605788
11202,2562,1420,1142,451,1504,274,0,300,897,85,55.42544886807181,17.60343481654957,58.704137392661984,10.694769711163152,0,11.7096018735363,35.011709601873534,3.317720530835285
11203,109215,48326,60889,6792,7324,91564,140,1620,19958,12603,44.248500663828224,6.218925971707183,6.7060385478185225,83.83830059973447,0.1281875200293,1.4833127317676145,18.274046605319782,11.5396236780662
11204,146451,73055,73396,15870,94603,940,188,33581,39505,11845,49.88357880792893,10.8363889628613,64.59703245454111,0.6418529064328683,0.12837058128657367,22.92985367119378,26.974892626202625,8.088029443295026
11205,73427,34537,38890,11556,34209,21213,31,4451,23559,7607,47.03583150612173,15.738079997820964,46.589129339343835,28.889917877619947,0.042218802347910166,6.0618028790499405,32.0849278875618,10.359949337437182
11206,129461,63873,65588,44412,52311,24745,80,6121,49124,14943,49.337638362132225,34.305312024470695,40.406763426823524,19.113864407041504,0.061794671754427974,4.72806482261067,37.94501819080649,11.542472250330215
11207,139162,61064,78098,47026,6296,81322,252,1933,46288,19148,43.8797947715612,33.79227087854443,4.524223566778287,58.43692962159211,0.18108391658642445,1.3890286141331687,33.26195369425562,13.759503312685933
11208,108931,50654,58277,43869,3119,53654,113,5758,31552,11694,46.500996043366904,40.27228245403053,2.8632804252233064,49.255033002542895,0.10373539212896238,5.285914936978455,28.965124711973633,10.735236066868017
11209,78056,37235,40821,13053,50955,1305,80,11174,11827,6596,47.70293122886133,16.7226094086297,65.2800553448806,1.6718766014143693,0.10249051962693452,14.315363328892078,15.15194219534693,8.45034334324075
11210,111647,50686,60961,9324,32355,62100,36,5995,17595,8551,45.398443307925874,8.351321576038764,28.979730758551508,55.62173636550914,0.03224448484957052,5.369602407588202,15.759491970227593,7.6589608319077085
11211,90396,45138,45258,25562,54026,3729,76,5194,24727,5869,49.93362538165405,28.277799902650557,59.76591884596664,4.125182530200451,0.08407451657152971,5.7458294614805965,27.35408646400283,6.492543917872472
11212,118856,51087,67769,17993,2138,96024,246,1284,38761,17360,42.982264252540894,15.138486908527968,1.7988153732247425,80.79019990576832,0.2069731439725382,1.0802988490273944,32.61173184357542,14.605909672208387
11213,85274,39014,46260,10337,14784,56975,132,1263,24561,9899,45.7513427304923,12.122100523019911,17.337054670825808,66.81403475854304,0.15479513098951614,1.4811079578769613,28.80244857752656,11.608462133827427
11214,117881,58131,59750,16655,56280,1299,66,42277,21364,10154,49.313290521797406,14.128655169196053,47.743062919384805,1.1019587550156513,0.05598866653659199,35.86413416920454,18.123361695268958,8.613771515341744
11215,88481,42662,45819,16119,58322,3838,149,6531,7088,4859,48.216001175393586,18.217470417377744,65.91471615375052,4.337654411681604,0.16839773510697212,7.381245691165335,8.010759372068579,5.4915744623139435
11216,96807,46169,50638,12455,17320,60976,271,3278,22496,11551,47.69179914675591,12.86580515871786,17.891268193415765,62.987180679083124,0.2799384342041381,3.386118772402822,23.2379889883996,11.931988389269371
11217,61454,28878,32576,12323,31835,10365,71,4578,6764,4437,46.991245484427374,20.052396914765517,51.80297458261464,16.866273961011487,0.11553356982458424,7.449474403618966,11.006606567513913,7.220034497347609
11218,111646,55632,56014,20590,59570,9312,108,18626,28395,7878,49.828923561972665,18.442219156978307,53.35614352507031,8.340648119950558,0.09673432097880802,16.683087616215538,25.433065224011607,7.056231302509717
11219,116474,59142,57332,15565,67586,1132,301,31045,40026,8107,50.776997441489094,13.363497432903483,58.02668406683037,0.9718907223929805,0.2584267733571441,26.654017205556606,34.36475093153837,6.960351666466336
11220,146042,73892,72150,55217,31495,2821,344,54166,45621,12937,50.596403774256714,37.80898645595103,21.565713972692787,1.9316361046822148,0.23554867777762561,37.089330466578105,31.238273921200747,8.858410594212623
11221,137901,65364,72537,55234,15072,60435,283,4538,38592,21207,47.399221180412034,40.05337162167062,10.929579916026714,43.82491787586747,0.20521968658675427,3.290766564419402,27.985293797724452,15.37842365175017
11222,44120,21185,22935,6257,31777,2125,41,2535,6352,2839,48.016772438803265,14.181776971894832,72.02402538531278,4.816409791477788,0.0929283771532185,5.745693563009973,14.397098821396192,6.434723481414324
11223,111054,52841,58213,12996,67001,3340,458,25836,20710,10315,47.58135681740415,11.702415041331244,60.331910602049454,3.007545878581591,0.4124119797575954,23.264357879950296,18.648585372881662,9.288274172924883
11224,44950,19656,25294,7868,24128,9053,79,3289,12625,7209,43.72858731924361,17.503893214682982,53.677419354838705,20.14015572858732,0.1757508342602892,7.317018909899889,28.086763070077865,16.03781979977753
11225,73752,33996,39756,6736,16724,46702,203,1493,14757,10765,46.095021151968766,9.1333116390064,22.675995227248073,63.32302852803991,0.2752467729688686,2.024351881982861,20.008948909860074,14.596214339950103
11226,131442,58917,72525,20933,12821,88270,119,5645,25858,14511,44.82357237412699,15.925655422163388,9.75411207985271,67.15509502289983,0.09053422802452793,4.294669892424035,19.672555195447423,11.039850276167435
11228,56823,27943,28880,6976,28938,698,75,19709,7909,5350,49.17550991675906,12.276718934234376,50.92656142759095,1.2283758337292998,0.1319888073491368,34.68489872058849,13.91865969765764,9.415201590905092
11229,116920,56007,60913,10202,78561,4525,52,22096,19526,10113,47.90198426274376,8.72562435853575,67.1920971604516,3.8701676359904207,0.04447485460143688,18.898392062949025,16.700307902839548,8.64950393431406
11230,122201,58650,63551,12158,77703,13485,435,15951,28398,10687,47.994697261069874,9.949182085252986,63.58622269866858,11.03509791245571,0.355970900401797,13.05308467197486,23.238762366920074,8.745427615158633
11231,44566,21003,23563,8882,27193,4451,0,2395,6122,4144,47.12785531571153,19.92999147332047,61.01736749988781,9.987434367006239,0,5.3740519678678815,13.736929497823452,9.298568415383924
11232,46557,23707,22850,24098,11974,1230,99,8263,12646,3673,50.92037717206864,51.76020791717679,25.7190111046674,2.6419228043044014,0.2126425671757201,17.748136692656313,27.162403075799556,7.88925403269111
11233,90140,39712,50428,15211,4921,67159,67,1409,29495,12754,44.0559130241846,16.874861326824938,5.459285555802086,74.50521411138229,0.07432882183270469,1.5631240292877744,32.721322387397386,14.149101397825605
11234,109591,51541,58050,9584,42596,49674,17,5994,10414,10856,47.03032183299724,8.745243678769242,38.86815523172523,45.32671478497322,0.015512222719018897,5.469427233988192,9.502605140933106,9.905922931627597
11235,113625,53328,60297,9912,80920,4899,387,16128,22414,10152,46.93333333333333,8.723432343234323,71.21672167216721,4.311551155115511,0.3405940594059406,14.194059405940592,19.726292629262925,8.934653465346534
11236,120205,53152,67053,8346,4683,102434,580,2840,18824,13201,44.217794600890144,6.94313880454224,3.8958445988103656,85.2160891809825,0.48250904704463204,2.3626305062185433,15.659914313048542,10.98207229316584
11237,88793,45794,42999,58494,14304,9029,126,5791,25627,11892,51.57388532879844,65.8768146137646,16.10937799150834,10.168594371177909,0.14190307794533355,6.521910510963702,28.86150935321478,13.392947642269098
11238,84904,40277,44627,10141,32968,32748,193,5598,12888,7631,47.43828323753887,11.944078017525676,38.829737114859135,38.570620936587204,0.2273155563931028,6.593328936210307,15.179496843493828,8.987797983605013
11239,13960,5659,8301,2859,3218,7218,84,443,4328,1999,40.53724928366762,20.479942693409743,23.05157593123209,51.70487106017192,0.6017191977077364,3.1733524355300857,31.002865329512897,14.31948424068768
11241,4162,1967,2195,320,2868,208,0,533,320,212,47.260932244113405,7.688611244593946,68.90917827967323,4.997597308986065,0,12.80634310427679,7.688611244593946,5.093704949543489
11242,4162,1967,2195,320,2868,208,0,533,320,212,47.260932244113405,7.688611244593946,68.90917827967323,4.997597308986065,0,12.80634310427679,7.688611244593946,5.093704949543489
11243,1550,707,843,181,538,649,0,95,102,160,45.61290322580645,11.67741935483871,34.70967741935484,41.87096774193548,0,6.129032258064516,6.580645161290323,10.32258064516129
11245,967,518,449,91,556,94,26,163,85,39,53.567735263702176,9.410548086866598,57.49741468459152,9.720785935884178,2.688728024819028,16.85625646328852,8.790072388831438,4.033092037228542
11247,2104,964,1140,154,414,1393,0,112,423,261,45.81749049429658,7.319391634980989,19.676806083650188,66.20722433460075,0,5.323193916349809,20.10456273764259,12.404942965779469
11249,49490,24931,24559,9772,34540,1815,63,2386,15264,3223,50.375833501717516,19.745403111739744,69.79187714689836,3.667407557082239,0.1272984441301273,4.8211759951505355,30.842594463527984,6.512426752879369
11251,382,214,168,90,194,65,0,10,39,39,56.02094240837696,23.56020942408377,50.78534031413613,17.015706806282722,0,2.6178010471204187,10.209424083769633,10.209424083769633
11252,654,372,282,72,454,58,0,23,56,21,56.88073394495413,11.009174311926607,69.41896024464832,8.868501529051988,0,3.5168195718654434,8.56269113149847,3.211009174311927
11256,5573,2754,2819,1232,0,4113,0,67,1137,713,49.41683115018841,22.10658532208864,0,73.80226090077157,0,1.2022250134577428,20.401937914947066,12.793827382020456
11351,4127,2223,1904,1147,2113,33,0,813,528,281,53.864792827719896,27.792585413133025,51.19941846377514,0.7996123091834262,0,19.699539617155317,12.793796946934819,6.808819966077054
11352,4526,1967,2559,244,91,59,32,4064,1073,213,43.460008837825896,5.391073795846222,2.010605391073796,1.3035793194874061,0.7070260715863897,89.7923110914715,23.707467962881132,4.706142288996907
11354,92521,42924,49597,15769,15396,2566,194,56560,19473,6759,46.39379167972677,17.043698187438526,16.640546470531014,2.7734244117551694,0.20968212621999327,61.13206731444754,21.047113628257367,7.305368510932652
11355,104560,50506,54054,16113,8231,3281,461,74174,22498,7544,48.30336648814078,15.410290742157612,7.87203519510329,3.137911247130834,0.4408951798010712,70.93917368018363,21.5168324407039,7.214996174445294
11356,29870,15073,14797,10556,8638,538,174,9329,4123,2436,50.46200200870439,35.33980582524272,28.918647472380314,1.801138265818547,0.5825242718446602,31.232005356545027,13.803146970204219,8.155339805825243
11357,62617,29404,33213,9172,33839,391,122,17655,5822,4731,46.95849369979398,14.647779357043614,54.041234808438595,0.6244310650462335,0.19483526837759713,28.195218550872763,9.297794528642383,7.5554561860197715
11358,68658,33590,35068,10617,27144,654,55,28306,6598,5117,48.9236505578374,15.463602202219699,39.53508695272219,0.9525474088962685,0.08010719799586356,41.22753357219843,9.609950770485595,7.452882402633342
11359,6778,3180,3598,420,4368,47,0,1524,198,338,46.916494541162585,6.196518146946002,64.44378872823842,0.6934198878725287,0,22.484508704632635,2.9212156978459722,4.986721746827973
11360,22089,10251,11838,2281,13705,125,38,5286,1471,1693,46.407714246910224,10.32640680881887,62.04445651681832,0.5658925256915206,0.1720313278102223,23.930463126443026,6.659423242337816,7.6644483679659565
11361,53289,25876,27413,7290,22373,794,247,21161,4658,4019,48.55786372422076,13.6801216010809,41.984274428118376,1.4899885529846686,0.4635102929309989,39.70988384094278,8.741015969524666,7.541894199553378
11362,22881,10754,12127,2615,10404,443,0,9173,1854,1438,46.999694069315154,11.428696298238714,45.4700406450767,1.9361041912503825,0,40.09003103011232,8.102792710108824,6.28469035444255
11363,10921,5325,5596,1660,5713,76,0,3346,871,673,48.75927112901749,15.200073253365076,52.31205933522571,0.6959069682263529,0,30.63821994322864,7.975460122699387,6.162439337057046
11364,51301,24731,26570,4680,18761,1118,239,24776,4530,3080,48.207637278025764,9.1226291885148445,36.570437223445936,2.179294750589657,0.46587785813142046,48.29535486637687,8.830237227344497,6.003781602697803
11365,68078,32445,35633,12023,20023,4590,126,29960,10313,6541,47.6585681130468,17.660624577690296,29.41185111195981,6.7422662240371345,0.18508181791474485,44.008343370839334,15.148799905990188,9.608096595082111
11366,49387,24368,25019,5836,19132,3703,108,18894,6990,4225,49.340919675218174,11.81687488610363,38.73893939700731,7.4979245550448494,0.21868102942069778,38.25703120254318,14.153522181950715,8.554882863911557
11367,56471,26997,29474,8411,23743,4868,175,17773,8651,4674,47.80683890846629,14.89437056188132,42.044589258203324,8.620353809920136,0.3098935736926918,31.472791344229783,15.319367462945582,8.276814648226523
11368,143092,76460,66632,104555,5705,14532,114,16635,33913,8999,53.43415425041233,73.06837559052917,3.986945461661029,10.155704022586868,0.07966902412433959,11.62538786235429,23.700136974813407,6.288960948201157
11369,41080,20517,20563,25886,2860,6038,36,5451,7127,3559,49.94401168451802,63.01363193768257,6.962025316455696,14.698149951314507,0.08763388510223953,13.26923076923077,17.349074975657256,8.663583252190847
11370,42526,21417,21109,16883,13744,554,136,10321,6628,3652,50.36213140196586,39.70041856746461,32.31905187414758,1.302732446033015,0.319804354982834,24.26985843954287,15.585759300192823,8.58768753233316
11371,3394,1680,1714,2209,316,336,0,482,428,519,49.49911608721273,65.0854449027696,9.310548025928108,9.899823217442545,0,14.201532115497937,12.610489098408955,15.291691219799647
11372,142622,73500,69122,80171,17828,2337,214,38646,28469,9843,51.53482632412951,56.21222532288146,12.500175288524911,1.638597130877424,0.1500469773246764,27.096801334997405,19.9611560628795,6.9014598028354674
11373,137169,69069,68100,50335,14391,10077,250,59446,26128,8563,50.353213918596765,36.695609066188425,10.491437569713273,7.346412090195306,0.1822569239405405,43.33778040227748,19.04803563487377,6.242664158811393
11374,67799,32722,35077,12795,34606,1877,153,16183,9451,4918,48.26324872048261,18.87195976341834,51.042050767710435,2.768477411171256,0.2256670452366554,23.869083614802577,13.939733624389742,7.253794303750792
11375,89948,42890,47058,14929,47408,3030,159,21845,9879,5429,47.68310579445902,16.597367367812513,52.706007915684616,3.3686129763863564,0.17676879975096724,24.28625428025081,10.983012407168587,6.035709521056611
11377,137234,67931,69303,48795,34216,2395,138,49506,22126,9333,49.5001238760074,35.556057536762026,24.932596878324613,1.745194339595144,0.10055817071571184,36.07415072066689,16.122826704752466,6.800792806447382
11378,40160,19757,20403,12675,22632,738,11,3737,4786,3478,49.195717131474105,31.561254980079685,56.35458167330677,1.8376494023904382,0.027390438247011956,9.305278884462151,11.917330677290837,8.660358565737052
11379,47169,22339,24830,10003,32843,426,0,3476,5017,3851,47.359494583306834,21.2067247556658,69.62835760775086,0.9031355339311837,0,7.369246751044117,10.636222943034621,8.164260425279315
11380,4557,2103,2454,1800,169,73,0,2515,1007,219,46.14878209348255,39.49967083607637,3.708580206276059,1.6019310950186525,0,55.18981786262892,22.097871406627167,4.805793285055958
11381,6281,3022,3259,2123,3524,57,0,502,1288,528,48.113357745581915,33.80035026269702,56.105715650374144,0.9074988059226238,0,7.99235790479223,20.50628880751473,8.40630472854641
11385,116034,56936,59098,50889,55102,1669,79,7268,18335,9049,49.06837651033318,43.8569729562025,47.48780529844701,1.438371511798266,0.0680834927693607,6.263681334781185,15.801403037040867,7.798576279366393
11386,3781,1796,1985,2299,1149,26,0,291,779,352,47.500661200740545,60.80402010050251,30.388786035440358,0.6876487701666225,0,7.696376619941814,20.603015075376884,9.309706426871198
11405,3024,1455,1569,1191,42,741,79,532,777,342,48.11507936507937,39.38492063492063,1.3888888888888888,24.503968253968253,2.6124338624338623,17.59259259259259,25.694444444444443,11.30952380952381
11411,29644,13349,16295,1911,448,26054,116,377,1508,2758,45.0310349480502,6.446498448252598,1.5112670354877884,87.8896235325867,0.3913102145459453,1.271758197274322,5.087032789097288,9.303737687221696
11412,54942,24736,30206,4591,415,45884,142,1980,5483,7468,45.02202322449128,8.356084598303665,0.7553419970150341,83.51352335189837,0.2584543700629755,3.6038003713006446,9.979614866586582,13.59251574387536
11413,78559,35266,43293,5258,1606,68563,51,1291,6781,7529,44.8911009559694,6.693058720197559,2.044323374788376,87.27580544558866,0.0649193599714864,1.6433508573174302,8.631729018953907,9.583879631869042
11414,37266,17204,20062,7041,20531,7847,0,1391,4928,3323,46.16540546342511,18.893897923039766,55.09311436698331,21.056727311758706,0,3.7326249127891376,13.223850158321257,8.916975258949176
11415,26221,12323,13898,6156,12729,1974,79,4605,3034,1666,46.99668204873956,23.47736547042447,48.54505930361161,7.52831699782617,0.30128522939628544,17.562259257846762,11.570878303649748,6.3536859768887535
11416,45790,22363,23427,18224,5585,5670,117,13762,9819,4843,48.83817427385892,39.799082769163576,12.196986241537454,12.38261629176676,0.2555143044332824,30.054597073596856,21.443546625900854,10.576545097182791
11417,60825,29825,31000,19910,14328,6813,139,14893,10392,6088,49.0341142622277,32.73325113029182,23.556103575832303,11.20098643649815,0.22852445540484997,24.48499794492396,17.085080147965474,10.009042334566379
11418,58192,28020,30172,21636,15346,4255,262,13615,8625,4996,48.1509485839978,37.18036843552378,26.371322518559253,7.3120016497113,0.4502337091009073,23.396686829804782,14.821624965631013,8.585372559802035
11419,64194,32278,31916,14169,2895,10567,369,19669,10592,6425,50.28195781537216,22.0721562762875,4.509767267968969,16.46103997258311,0.5748200766426769,30.639935196435804,16.499984422220145,10.008723556718696
11420,73968,35519,38449,15679,4360,18162,555,17459,10471,7822,48.019413800562404,21.197004109885356,5.8944408392818515,24.553861129136926,0.7503244646333549,23.603450140601343,14.15612156608263,10.574843175427212
11421,55972,27267,28705,32693,8448,3073,113,9672,9110,4943,48.715429143143005,58.409561923819055,15.09326091617237,5.49024512256128,0.20188665761452154,17.28006860573144,16.27599514042736,8.831201314943186
11422,45553,20554,24999,3477,1420,38721,44,1018,3725,3505,45.12106776721621,7.632867209623955,3.117248040743749,85.00208548284417,0.0965907843610739,2.234759510899392,8.177287994204553,7.694334072399184
11423,47136,22406,24730,7598,5998,16740,630,12076,5618,5557,47.53479293957909,16.11931432450781,12.724881194840462,35.514256619144604,1.3365580448065173,25.619484046164292,11.918703326544467,11.7892905634759
11424,4373,2016,2357,1601,1163,411,79,901,485,411,46.101074777040935,36.61102218156872,26.5950148639378,9.398582209009833,1.8065401326320605,20.603704550651727,11.090784358563916,9.398582209009833
11425,512,450,62,66,207,214,0,19,321,0,87.890625,12.890625,40.4296875,41.796875,0,3.7109375,62.6953125,0
11426,35894,17515,18379,6743,11639,2367,2,13495,3509,2295,48.79645623223937,18.785869504652588,32.426032205939705,6.594416894188444,0.005571961887780688,37.596812837800194,9.776007132111216,6.393826266228339
11427,42534,20326,22208,7689,7969,8973,21,13968,3846,3194,47.78765223115625,18.07730286359148,18.735599755489726,21.09606432501058,0.04937226689236846,32.83961066440965,9.042178022288052,7.509286688296422
11428,56292,26812,29480,10695,6152,16892,83,15206,5801,5591,47.63021388474384,18.999147303346835,10.92872877140624,30.00781638598735,0.1474454629432246,27.012719391743055,10.305194343778867,9.932139558018902
11429,34049,16130,17919,3903,753,26338,115,1085,3474,5277,47.37290375635114,11.462891714881493,2.2115186936473905,77.35322623278216,0.3377485388704514,3.1865840406473023,10.202942817703898,15.498252518429323
11430,1256,732,524,386,138,165,0,386,285,183,58.28025477707006,30.73248407643312,10.987261146496815,13.136942675159236,0,30.73248407643312,22.691082802547772,14.570063694267516
11431,5082,2405,2677,1555,81,1301,10,1824,1982,772,47.323888232979144,30.59818968909878,1.5938606847697756,25.600157418339236,0.19677292404565133,35.891381345926796,39.00039354584809,15.19086973632428
11432,81451,39202,42249,21333,10539,11446,863,31562,15119,9286,48.129550281764494,26.191206983339676,12.939067660311107,14.052620593976748,1.059532725196744,38.7496777203472,18.56208026911886,11.400719450958245
11433,54523,25717,28806,13145,923,29430,260,7236,10700,8045,47.16725051812997,24.10909157603213,1.6928635621664252,53.9772206224896,0.47686297525814797,13.271463419107532,19.624745520239166,14.755240907506922
11434,89178,39419,49759,8514,1431,74715,80,1489,11752,10044,44.202606023907244,9.547197739352756,1.6046558568256746,83.7818744533405,0.08970822400143533,1.6696943192267153,13.178138105810849,11.262867523380207
11435,78532,38626,39906,23575,8852,23001,108,15731,14886,11368,49.1850455865125,30.01960984057454,11.271838231548923,29.288697600977947,0.13752355727601487,20.031324810268426,18.955330311210716,14.47562776957164
11436,23904,11658,12246,3335,237,15720,126,1629,3218,2929,48.77008032128514,13.951639892904952,0.9914658634538153,65.76305220883533,0.5271084337349398,6.8147590361445785,13.462182061579654,12.25317938420348
11439,4616,2174,2442,877,1643,605,0,1292,688,632,47.09705372616985,18.999133448873483,35.59358752166378,13.106585788561526,0,27.989601386481805,14.904679376083187,13.69150779896014
11559,7195,3647,3548,2468,2677,1669,108,79,1144,583,50.68797776233496,34.30159833217512,37.206393328700486,23.196664350243225,1.5010423905489922,1.0979847116052814,15.899930507296734,8.102849200833912
11580,4113,2012,2101,337,202,3327,12,197,518,160,48.91806467298809,8.193532701191344,4.911256990031608,80.88986141502554,0.29175784099197666,4.789691222951617,12.594213469486991,3.890104546559689
11691,68747,31583,37164,20052,14438,30626,108,2157,16671,7571,45.94091378532881,29.16781823206831,21.00164370808908,44.54885304085997,0.15709776426607705,3.137591458536373,24.24978544518306,11.01284419683768
11692,32889,15307,17582,8806,5799,15608,0,1700,8004,4497,46.54139681960534,26.774909544224514,17.632035026908692,47.45659643041746,0,5.168901456413998,24.336404268904495,13.673264617349265
11693,15731,7618,8113,3656,6947,3847,0,987,2388,1484,48.42667344733329,23.24073485474541,44.161210348992434,24.45489797215689,0,6.274235585786029,15.180217405123642,9.433602441039984
11694,21772,11044,10728,3089,15722,1959,23,763,1524,1923,50.725702737460956,14.18794782289179,72.21201543266581,8.997795333455814,0.10564027190887379,3.5045011941943782,6.999816277787985,8.832445342641925
11697,4014,2039,1975,60,3910,0,0,0,140,180,50.79720976581963,1.4947683109118086,97.40906826108619,0,0,0,3.487792725460887,4.484304932735426
